row ID,row m/z,row retention time,S01_B14_H2O_POS.mzML area,S02_B14_H2O_POS.mzML area,S03_D14_H2O_POS.mzML area,S04_D14_H2O_POS.mzML area,S20_B28_H2O_POS.mzML area,S21_B28_H2O_POS.mzML area,S22_B28_H2O_POS.mzML area,S23_D28_H2O_POS.mzML area,S24_D28_H2O_POS.mzML area,S25_D28_H2O_POS.mzML area,S07_B14_JN2_POS.mzML area,S08_B14_JN2_POS.mzML area,S09_B14_JN2_POS.mzML area,S10_D14_JN2_POS.mzML area,S11_D14_JN2_POS.mzML area,S12_D14_JN2_POS.mzML area,S26_B28_JN2_POS.mzML area,S27_B28_JN2_POS.mzML area,S28_B28_JN2_POS.mzML area,S29_D28_JN2_POS.mzML area,S30_D28_JN2_POS.mzML area,S31_D28_JN2_POS.mzML area,S05_Dn14_H2O_POS.mzML area,S06_Dn14_H2O_POS.mzML area,PM04_POS.mzML area,PM05_POS.mzML area,,,,,,,,,,,,,,,,,,,,,,,,,,
10453,377.322,36.32,,,,,,,,,,,870000,830000,160000,,500000,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10454,132.003,36.32,,,,,,,,,,,250000,150000,,,,130000,130000,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10455,717.422,36.32,,,560000,,,,,,,,,,,,,,,,,,,,,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10456,487.113,36.33,,,,,,,,,,,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10460,367.3,36.34,,,150000,,,,,,,,390000,310000,,180000,170000,,,,130000,180000,,180000,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10462,806.566,36.35,,,,,,,,,,,,,,,250000,,,230000,,,,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10464,852.536,36.35,,,260000,,160000,,,,,,,,,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10470,672.423,35.89,970000,830000,550000,250000,470000,420000,,,420000,,,,,200000,,,,,,,,,520000,630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10472,834.526,36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10473,836.543,36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10474,377.319,36.36,,,,,,,,,,,,,,690000,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10475,808.568,36.37,650000,880000,,750000,,,,,,,,,,,,,,,,,,,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10477,394.354,35.77,,530000,540000,550000,,,520000,570000,,,840000,540000,600000,,610000,570000,480000,630000,,,,,,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10478,261.222,36.36,,,,,,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10480,811.532,36.37,,,,,,,,,,,,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10482,869.538,36.29,,280000,140000,,,,,,230000,,,,,,,,,,,,,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10483,455.349,36.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10484,678.468,36.37,480000,890000,,,290000,230000,,,170000,,,,,270000,,,160000,,,150000,120000,120000,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10487,256.264,36.39,250000,540000,160000,2100000,880000,330000,370000,,170000,220000,580000,340000,,360000,230000,,260000,,200000,190000,190000,220000,550000,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10488,809.572,36.39,300000,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10491,333.152,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10494,778.54,36.41,,,,,,,,,,,,,,,740000,,,520000,400000,,260000,1500000,,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10500,226.012,36.42,,,,,,,,,,,700000,380000,270000,310000,340000,230000,560000,320000,320000,320000,270000,840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10502,335.151,36.42,,,,,,,,,,,550000,360000,250000,350000,290000,220000,360000,310000,410000,470000,370000,390000,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10504,390.297,36.42,,,,,,,,,,,160000,100000,,,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505,90.977,36.43,,160000,,,310000,230000,310000,,,350000,1200000,780000,680000,690000,550000,770000,720000,760000,790000,860000,610000,760000,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10508,392.316,36.44,,,,,,,,,,,,260000,,,,,,,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10509,337.147,36.45,,,,,,,,,,,210000,,,,,,,,,180000,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510,810.524,36.42,,,,,,,,,,,140000,200000,,320000,170000,,200000,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10512,158.965,36.45,,,,,,,,,,,190000,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10514,317.206,36.46,,,,,,,,,,,540000,,,,,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10516,368.318,36.47,,,,,,,,,,,150000,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10517,610.368,36.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10518,280.236,36.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10519,140.068,36.48,,,,,,,,,,,,1900000,,,,,,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,688.457,36.56,370000,2400000,2700000,490000,1000000,420000,,,170000,170000,410000,290000,,310000,360000,,120000,,,300000,240000,220000,2300000,3400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10524,714.465,36.49,,200000,260000,,,,,,,,,,,,,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10525,646.41,36.5,,840000,930000,,200000,,,,,,,,,,,,,,,,100000,,920000,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10526,226.952,36.44,,,,,,,,,,,270000,180000,250000,140000,,300000,180000,250000,220000,200000,150000,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10527,690.458,36.5,,170000,220000,,,,,,,,,,,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10531,652.421,36.54,,,170000,,,,,,,,,,,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10532,698.434,36.61,270000,620000,,,420000,,,,,,410000,330000,,540000,,,320000,,190000,430000,340000,360000,620000,720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10533,449.291,36.57,,,180000,,,,,,,520000,,,,,,,560000,220000,240000,590000,570000,600000,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10536,804.549,36.59,,,,,,,,,,,,,,,270000,,170000,190000,,,,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10537,676.413,36.6,,180000,,,,,,,,,,,,,,,,,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10539,740.446,36.6,,160000,170000,,,,,,,,,,,,,,,,,,,,100000,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10540,711.437,36.61,,330000,350000,,180000,,,,,,,,,,,,,,,,,,340000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541,647.409,36.62,,310000,300000,,,,,,,,,,,,,,,,,,,,330000,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10542,695.467,36.95,390000,240000,210000,,,,,,,,,,,,,,,,,,,,130000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10545,718.465,36.7,280000,590000,620000,,210000,,,,,,,,,,,,,,,,,,430000,920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10548,662.439,36.05,1700000,7400000,6300000,1600000,3200000,2400000,620000,430000,1600000,870000,770000,570000,190000,530000,660000,290000,290000,130000,220000,470000,400000,510000,5200000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10550,177.055,36.76,,,,,,,,,,150000,,,,,,,,,,150000,180000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10551,395.367,36.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10553,677.462,36.76,,,730000,,,,,,,,,,,,,,,,,,,,310000,770000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10555,868.53,36.31,,720000,350000,,440000,260000,240000,,610000,220000,,,,,,,,,,,,,260000,620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556,313.275,37.13,,190000,170000,,,180000,,,,,,,,,,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10557,704.488,36.84,,230000,200000,,,,,,,,,,,,,,,,,,,,270000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561,716.449,36.83,200000,190000,190000,,,,,,,,,,,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10563,726.467,36.88,,150000,,,,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564,832.567,36.88,,,,,,,,,180000,,,,,,,,,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10565,337.235,36.89,,,,,,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10567,699.442,36.58,100000,250000,240000,,170000,,,,,,160000,,,200000,,,,,,170000,,,240000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570,634.406,37.02,130000,780000,,,230000,260000,,,,,,,,,,,,,,,,,800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572,311.258,37.05,,,,,520000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574,720.486,37.06,,,120000,,,,,,,,,,,,,,,,,,,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575,734.462,37.08,290000,350000,500000,120000,,,,,,,,,,,,,,,,,,,760000,610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10577,744.485,37.11,,,250000,,,,,,,,,,,,,,,,,,,,,530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10578,635.414,37.12,,250000,270000,,,,,,,,,,,,,,,,,,,,260000,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10580,282.28,37.14,,,190000,770000,,,,,,,110000,,,,,,160000,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582,676.453,36.83,680000,1800000,,,770000,480000,,,280000,,,,,340000,,,190000,,,240000,,190000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10584,666.435,37.18,,280000,250000,,,90000,,,,,,,,,,,,,,,,,350000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10587,481.292,37.22,,,,,,,,,,,98000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10589,788.546,37.28,150000,,,,,,,,,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10593,848.563,37.6,,600000,,95000,140000,260000,150000,,810000,,,,,,,,,,,,,,110000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10594,786.533,37.3,,,290000,500000,,,,,,,,160000,,,,,,,,,,,,680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,315.254,37.31,,,200000,,,,760000,,410000,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10601,510.357,37.32,,,,,,,,,120000,,160000,,,,,,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10602,694.468,37.14,890000,570000,500000,330000,,120000,,,,,,,,150000,,,,,,,,,280000,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10603,780.553,37.48,,,180000,,,,380000,,,,700000,360000,,650000,730000,190000,730000,330000,520000,,340000,1300000,680000,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10605,787.53,37.39,,240000,,,,,,,,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10609,778.486,37.41,,460000,,,,100000,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10611,849.572,37.62,,300000,,,,,,,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10612,283.283,37.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10616,870.551,37.66,,230000,,,,110000,,,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10619,821.534,37.54,,160000,,,,,,,890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10624,806.518,37.58,,200000,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10626,282.279,37.31,,2000000,,12000000,7600000,540000,920000,,,390000,,,,140000,,,,,,,200000,170000,3000000,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636,467.279,37.62,,520000,580000,,620000,520000,380000,,730000,510000,570000,410000,,,330000,,240000,,,220000,280000,320000,,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10637,420.333,37.63,,,,,,,,,,,,,,110000,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10638,496.422,37.75,490000,430000,450000,480000,380000,490000,470000,570000,400000,490000,480000,470000,530000,470000,470000,520000,440000,500000,500000,500000,520000,480000,500000,420000,570000,460000,,,,,,,,,,,,,,,,,,,,,,,,,,
10639,552.405,37.64,,,,,,,,,,,240000,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,485.288,37.64,480000,1300000,1400000,590000,1600000,1300000,990000,290000,1800000,1300000,1400000,1100000,500000,1200000,840000,,660000,340000,320000,630000,730000,940000,690000,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10641,507.271,37.65,230000,660000,750000,300000,850000,630000,550000,,970000,730000,810000,610000,260000,650000,470000,,390000,,,330000,380000,490000,340000,710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10643,408.37,37.66,,,,360000,,,,270000,,380000,320000,350000,240000,,260000,360000,240000,390000,,,,,,,460000,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,411.325,37.66,,,,,,,,,,,140000,180000,,410000,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646,540.448,37.7,350000,370000,310000,360000,330000,390000,340000,410000,320000,340000,350000,350000,350000,350000,340000,350000,320000,370000,370000,390000,390000,340000,320000,320000,420000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,
10648,452.396,37.78,340000,330000,330000,360000,330000,380000,320000,400000,330000,390000,350000,320000,390000,310000,370000,340000,350000,360000,390000,350000,350000,570000,360000,300000,460000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,
10649,397.309,37.68,,,,,,130000,,,,,,,,,,,,,,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10654,843.518,38.09,,260000,,,,,,,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10655,457.351,37.78,370000,360000,380000,410000,390000,390000,430000,450000,430000,370000,370000,390000,430000,400000,410000,460000,390000,410000,410000,370000,360000,430000,400000,350000,490000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,
10661,425.289,37.74,190000,,190000,190000,,150000,180000,240000,160000,160000,170000,170000,220000,160000,160000,210000,180000,,180000,180000,190000,180000,,140000,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,
10663,413.323,37.86,220000,,210000,230000,230000,210000,,220000,,240000,,,230000,250000,230000,250000,220000,,250000,250000,,210000,,,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664,313.272,37.77,,,,,210000,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670,743.435,37.83,,,370000,,,,,,,,,,,,,,,,,,,,,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672,408.369,37.76,360000,320000,290000,260000,310000,370000,340000,390000,310000,240000,,,400000,340000,360000,,340000,230000,400000,360000,390000,350000,370000,310000,290000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,
10673,820.529,37.63,,1200000,,,540000,640000,240000,,1200000,200000,,,,,,,,,,,,,280000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10675,584.475,37.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10678,515.071,37.88,,,,,,,,,,,520000,,160000,,,,580000,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10681,381.352,37.95,92000,,,,,,440000,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10683,364.343,38.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10684,369.298,37.93,,,,,,,,,,,,,,,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,
10686,697.262,38.09,,,94000,,,,,,,,,,,,,,,,,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10688,696.478,38.13,700000,,,,,,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10690,617.401,38.14,290000,,,,580000,560000,290000,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10692,397.347,38.15,310000,280000,,,620000,610000,300000,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10693,724.455,38.19,,,340000,,110000,96000,,,,,,,,,,,,,,,,,220000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10695,625.267,38.21,150000,,290000,,,,,,240000,93000,,,,,,,,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10696,703.477,38.26,,,370000,,,,,,,,,,,,,,,,,,,,290000,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10702,702.47,38.37,,900000,930000,150000,550000,310000,,,170000,,,,,,,,,,,,,,730000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705,433.368,38.37,,,,,340000,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10706,595.423,38.37,,,,,210000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707,660.422,38.45,,280000,280000,,,,,,,,,,,,,,,,,,,,260000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10708,865.529,38.41,,230000,,,,360000,,,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10709,395.367,38.49,630000,340000,300000,210000,190000,470000,290000,,290000,190000,220000,240000,,210000,,,330000,120000,160000,330000,160000,350000,170000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10710,382.311,38.41,,,,,,,,,,,200000,330000,,280000,,,,,,270000,170000,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10712,90.977,38.45,,,,,1500000,650000,1300000,,,1500000,210000,1800000,,1500000,1600000,980000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10713,738.469,38.46,,,170000,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10714,794.534,38.62,,1400000,1600000,670000,200000,,,,,,2100000,1500000,2300000,6100000,3700000,,4200000,1200000,1600000,3200000,2200000,2800000,2700000,4300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10715,545.083,38.46,,,,,,,,,,,180000,,,,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10718,591.425,38.48,320000,140000,,,,,,,,,,,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10719,846.548,37.99,,770000,,,,,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10721,740.479,38.49,,,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10722,804.549,38.49,,,,,,,,,,,170000,,,110000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10723,226.012,38.5,,,,,,,,,,,1400000,290000,,340000,,,,,,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10724,263.238,38.5,,,,,,,,,,,240000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10725,90.836,38.51,,,,,,,,,,,130000,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10729,778.486,37.83,,490000,,,,210000,,,570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10730,781.556,38.52,,,,,,,,,,,,,,,,,1100000,840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732,90.724,38.53,,,,,,,,,,,340000,240000,,,,,200000,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733,977.578,38.54,,,,,,,,,,,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734,728.484,39.18,,230000,400000,,,,,,,,,,,,,,,,,,,,310000,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736,609.274,38.56,,,780000,,,,,,,,1400000,,,,670000,470000,,,,,,,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10742,281.248,38.56,,,,,,,,,,,630000,310000,,250000,120000,,,,200000,200000,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10743,842.518,38.57,,380000,,,180000,370000,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10745,337.168,38.57,,,,,,,,,,,290000,190000,,,,,,110000,170000,170000,110000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746,975.566,38.56,,,630000,,,,,,,,2900000,1800000,640000,2000000,630000,450000,1300000,650000,1100000,1300000,1100000,2000000,,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10747,832.492,38.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10749,328.322,38.58,,,,,,,,,,,390000,250000,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10751,884.501,38.59,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10754,388.765,38.6,,,,,,,,,,,240000,,,620000,360000,,400000,,,,,,,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755,610.275,38.6,,120000,330000,,130000,,,,320000,220000,590000,320000,,280000,280000,190000,,,,220000,130000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10756,609.268,38.6,230000,290000,,,320000,190000,,,790000,530000,,,,700000,,130000,,,180000,540000,320000,1000000,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10757,140.068,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10758,970.613,38.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10760,991.556,38.83,,540000,590000,,450000,,,,,,,,,,,,,,,,,,310000,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10761,812.541,38.73,320000,490000,350000,,,,,,390000,,,,,420000,370000,,,,,,,,440000,1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10764,611.47,38.62,,,450000,,,,,,,,1400000,1000000,,,790000,,,330000,,270000,,,,620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10766,773.516,38.66,,,,,,,,,,,,,,530000,,,,,,,,490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10767,612.468,38.62,,,,,,,,,,,510000,350000,,530000,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10768,778.539,38.68,,,,,,,,,,,,,,210000,390000,,370000,230000,330000,,110000,710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10773,986.599,38.74,,270000,,,,,,,,,,,,,,,,,,,,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782,583.437,38.81,,,180000,,,,,,,,210000,120000,,150000,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10785,810.532,38.72,,,2100000,,,,370000,,,,,,,,800000,,,490000,,,,,,11000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10788,752.487,38.59,,,,,,,,,,,240000,,,240000,120000,,150000,,,150000,,,170000,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10790,690.474,38.81,,,1100000,,,,,,,,170000,110000,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10793,716.483,38.99,160000,370000,260000,,,,,,,,,,,,,,,,,,,,280000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10794,850.582,39,,200000,,,,140000,,,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796,745.487,38.83,,,,,,,,,,,,,,91000,,,,,,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10798,806.565,38.85,,,,,,,,1100000,,,270000,,,,320000,,160000,230000,320000,,140000,920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10799,816.519,38.6,,,1400000,,,,,,,,8900000,6800000,3100000,,4600000,510000,6000000,1800000,2500000,4500000,300000,,400000,2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10802,976.565,38.56,,,350000,,,,,,,,1500000,1000000,350000,1100000,650000,250000,680000,330000,600000,760000,600000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10804,817.516,38.55,,380000,670000,,230000,,,,,,4400000,3400000,1600000,4800000,2300000,260000,3100000,870000,1500000,2800000,1500000,2300000,770000,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10806,408.308,38.96,,,,190000,,,,,,,,,,,,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10809,811.531,38.97,170000,2000000,1100000,470000,800000,,,,280000,,,,,,290000,,,,,450000,,330000,1800000,4400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10813,712.454,38.94,,340000,380000,,150000,110000,,,,,,,,,,,,,,,,,300000,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10815,656.407,38.96,190000,170000,,,,,,,,,,,,,,,,,,,,,99000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10816,786.487,38.96,,,,,,,,,,,120000,,,,,,,,,,,,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10817,226.181,38.97,,,,310000,,,,,,,,,,,,,140000,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
